loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_util,loan_status,grade,term,home_ownership
14380,21.74,126748,22.08,2,49.42,Fully Paid,A, 36 months,MORTGAGE
27984,15.86,74213,14.57,0,79.84,Fully Paid,D, 60 months,OWN
9125,12.48,133909,0.79,4,74.73,Fully Paid,F, 60 months,MORTGAGE
5033,17.51,33026,2.91,2,21.39,Fully Paid,F, 36 months,RENT
18087,5.25,127625,17.44,2,14.4,Fully Paid,F, 60 months,MORTGAGE
6704,7.86,105184,16.27,4,89.01,Charged Off,F, 36 months,MORTGAGE
8848,19.85,25435,7.8,2,17.18,Fully Paid,B, 36 months,OWN
22592,9.88,28493,16.12,3,23.35,Fully Paid,C, 36 months,OWN
7924,16.96,92227,7.4,1,11.99,Fully Paid,F, 36 months,RENT
28208,12.7,79321,34.03,4,66.55,Fully Paid,B, 60 months,RENT
20614,22.1,22763,12.28,0,62.41,Fully Paid,D, 60 months,RENT
1488,24.05,40389,24.14,2,98.82,Fully Paid,F, 36 months,MORTGAGE
26923,22.67,51498,20.36,1,89.82,Charged Off,E, 60 months,RENT
30165,10.41,83755,2.55,0,46.98,Fully Paid,F, 60 months,RENT
2667,8.88,121545,37.72,0,43.44,Fully Paid,G, 60 months,OWN
27213,14.49,55825,21.33,3,36.72,Charged Off,F, 36 months,OWN
5114,5.15,36934,13.34,1,23.72,Fully Paid,A, 36 months,RENT
8761,5.52,25574,6.75,4,22.43,Fully Paid,E, 36 months,RENT
32116,16.07,58179,13.87,1,21.91,Fully Paid,F, 60 months,MORTGAGE
34768,15.41,21587,1.31,1,20.27,Fully Paid,F, 36 months,MORTGAGE
26426,24.89,62782,14.86,0,31.65,Charged Off,F, 36 months,OWN
18772,9.04,124224,21.49,3,37.6,Fully Paid,B, 36 months,RENT
4712,10.16,74412,34.94,3,96.54,Charged Off,D, 36 months,RENT
2367,7.27,80561,27.65,1,62.06,Fully Paid,A, 36 months,RENT
27200,23.35,97224,4.91,1,98.88,Fully Paid,F, 36 months,RENT
4726,20.56,24409,6.34,2,43.52,Fully Paid,D, 60 months,RENT
24616,21.45,147159,17.41,0,51.19,Fully Paid,A, 36 months,MORTGAGE
28723,23.06,91319,8.23,4,39.21,Fully Paid,A, 60 months,MORTGAGE
10108,15.5,119016,1.6,4,26.46,Fully Paid,G, 36 months,RENT
13178,14.02,46751,32.3,3,22.88,Charged Off,A, 60 months,MORTGAGE
32324,11.61,58174,1.27,0,95.06,Fully Paid,F, 60 months,MORTGAGE
18824,16.78,142678,33.31,3,98.81,Fully Paid,B, 60 months,RENT
9927,14.09,76572,6.19,4,14.04,Fully Paid,F, 36 months,MORTGAGE
29144,14.03,81416,39.0,1,23.53,Fully Paid,F, 36 months,RENT
32010,23.74,32041,24.35,0,48.12,Fully Paid,D, 60 months,MORTGAGE
23443,24.68,43227,29.53,0,26.77,Fully Paid,C, 60 months,RENT
15437,20.93,55201,4.86,2,42.75,Fully Paid,C, 36 months,RENT
12207,20.14,56069,34.55,1,21.62,Charged Off,G, 36 months,MORTGAGE
26537,18.61,102190,33.65,1,51.09,Fully Paid,C, 36 months,MORTGAGE
13040,8.32,46370,26.29,3,34.45,Fully Paid,D, 60 months,OWN
23612,6.18,115018,20.34,0,41.67,Fully Paid,E, 60 months,RENT
29441,18.81,145342,29.0,3,18.49,Fully Paid,G, 60 months,RENT
7471,19.58,147173,0.73,1,48.53,Fully Paid,D, 60 months,RENT
27523,5.94,31586,23.9,2,98.49,Fully Paid,A, 60 months,RENT
32348,23.56,70231,33.97,0,39.59,Fully Paid,F, 36 months,MORTGAGE
2177,6.82,145758,14.6,1,88.88,Charged Off,E, 60 months,MORTGAGE
5760,10.72,25322,4.78,2,85.89,Fully Paid,A, 60 months,OWN
33779,18.45,85294,17.12,4,95.69,Fully Paid,G, 36 months,RENT
22636,8.4,99468,29.22,1,81.11,Fully Paid,F, 36 months,OWN
17353,6.11,49299,4.74,4,69.36,Charged Off,F, 36 months,OWN
12556,11.62,110715,8.64,3,87.09,Fully Paid,G, 60 months,OWN
28598,20.32,90793,6.33,4,16.81,Charged Off,A, 36 months,OWN
12563,13.27,66501,31.98,1,51.65,Charged Off,D, 60 months,OWN
9234,18.06,77134,2.98,4,99.03,Fully Paid,C, 36 months,MORTGAGE
26519,16.59,131672,27.62,0,79.26,Charged Off,E, 60 months,MORTGAGE
27966,5.44,29777,14.98,1,96.59,Fully Paid,G, 60 months,OWN
17173,24.77,31249,30.35,2,80.17,Fully Paid,G, 36 months,MORTGAGE
27987,5.83,140902,38.59,4,88.74,Fully Paid,F, 60 months,MORTGAGE
14178,24.36,41390,5.02,0,73.59,Fully Paid,B, 36 months,OWN
25596,16.0,40369,12.92,3,78.45,Fully Paid,F, 60 months,MORTGAGE
34174,24.26,32881,32.5,3,57.09,Fully Paid,C, 60 months,MORTGAGE
5431,7.3,29587,11.01,4,93.18,Fully Paid,F, 60 months,RENT
28764,14.81,113800,9.0,3,84.25,Charged Off,B, 36 months,OWN
22627,8.39,94327,33.1,2,85.95,Fully Paid,G, 60 months,RENT
9906,6.02,127009,39.49,1,70.57,Fully Paid,D, 36 months,RENT
14076,17.35,107911,22.5,0,37.41,Charged Off,F, 60 months,OWN
7012,9.16,108147,11.48,4,13.21,Fully Paid,E, 60 months,RENT
8151,16.75,127562,16.24,3,94.21,Fully Paid,D, 36 months,RENT
29211,7.25,27833,7.22,1,62.75,Charged Off,B, 36 months,MORTGAGE
28117,11.64,137574,30.59,2,36.83,Fully Paid,A, 60 months,RENT
7894,20.63,67013,31.05,3,23.42,Fully Paid,F, 60 months,OWN
14467,13.74,137341,35.07,3,84.66,Fully Paid,G, 60 months,MORTGAGE
32010,17.55,147785,1.55,0,85.29,Charged Off,G, 60 months,MORTGAGE
13289,17.95,83620,22.7,2,83.31,Fully Paid,D, 60 months,MORTGAGE
24171,21.88,35754,8.96,2,68.06,Fully Paid,F, 60 months,OWN
21829,11.5,127584,13.96,4,42.94,Charged Off,E, 36 months,OWN
30734,18.75,98113,31.51,0,37.37,Fully Paid,F, 60 months,OWN
8052,24.23,116631,8.09,4,10.77,Charged Off,D, 36 months,RENT
4654,19.6,106784,25.71,0,85.02,Charged Off,C, 60 months,RENT
24486,14.8,55282,26.36,2,17.87,Charged Off,D, 60 months,MORTGAGE
19743,17.61,56737,38.19,0,66.77,Charged Off,B, 36 months,MORTGAGE
25489,19.79,137972,31.12,0,55.37,Fully Paid,D, 60 months,OWN
9636,17.25,117427,32.24,0,57.4,Charged Off,G, 60 months,OWN
7441,5.33,44124,21.5,1,93.4,Fully Paid,E, 36 months,RENT
25611,8.9,90102,7.88,1,12.85,Fully Paid,D, 60 months,RENT
13149,21.21,22196,17.31,2,79.61,Fully Paid,D, 36 months,OWN
22675,10.45,81527,22.2,0,14.68,Charged Off,E, 60 months,OWN
6495,19.63,116651,27.3,2,13.43,Fully Paid,D, 60 months,RENT
14673,12.44,135477,24.5,1,48.68,Charged Off,G, 36 months,MORTGAGE
12130,15.44,105395,16.06,0,15.68,Fully Paid,E, 36 months,MORTGAGE
23668,6.36,31345,10.98,4,81.02,Charged Off,G, 60 months,RENT
16222,8.62,144544,7.15,1,57.66,Charged Off,G, 36 months,RENT
24669,24.14,54077,27.91,1,12.61,Fully Paid,G, 36 months,MORTGAGE
24253,22.8,86400,25.99,1,13.65,Fully Paid,B, 36 months,RENT
10435,18.05,32055,27.65,0,65.14,Fully Paid,E, 60 months,MORTGAGE
29552,14.19,123693,15.21,3,82.55,Fully Paid,B, 36 months,MORTGAGE
17393,18.52,105283,10.87,4,49.4,Fully Paid,B, 36 months,RENT
11617,17.37,64484,30.51,4,59.91,Fully Paid,E, 36 months,OWN
10852,16.37,97514,31.06,2,81.98,Fully Paid,D, 36 months,OWN
32401,6.18,110135,18.5,0,64.95,Fully Paid,F, 36 months,OWN
7295,17.66,55771,24.67,1,30.23,Fully Paid,C, 60 months,OWN
8227,20.38,132478,15.25,3,65.17,Fully Paid,F, 60 months,OWN
32910,24.88,77654,28.23,0,66.55,Charged Off,G, 60 months,OWN
24384,5.22,66540,33.51,0,76.07,Fully Paid,E, 60 months,OWN
1145,19.6,103151,27.69,3,65.88,Fully Paid,D, 60 months,RENT
17035,16.44,126263,20.75,1,97.23,Fully Paid,B, 36 months,RENT
4040,13.68,130284,18.62,0,27.76,Fully Paid,A, 36 months,OWN
27160,7.55,137399,25.87,4,95.6,Charged Off,C, 60 months,RENT
18633,13.18,124885,27.35,4,58.45,Fully Paid,F, 36 months,MORTGAGE
30344,12.09,142393,22.57,3,70.48,Fully Paid,D, 36 months,OWN
18014,11.06,49377,25.19,1,18.95,Charged Off,G, 36 months,MORTGAGE
15996,19.62,115567,4.32,3,44.25,Fully Paid,C, 60 months,RENT
12695,19.01,69573,38.09,0,79.24,Fully Paid,G, 36 months,OWN
3852,16.78,62733,31.74,4,73.62,Fully Paid,A, 36 months,MORTGAGE
17014,23.77,149344,15.27,2,13.61,Fully Paid,A, 60 months,RENT
28042,12.0,31760,22.73,3,59.19,Charged Off,A, 60 months,OWN
34755,9.88,133226,2.37,2,17.95,Fully Paid,F, 36 months,OWN
24711,18.12,119250,2.13,2,99.63,Charged Off,G, 36 months,MORTGAGE
27122,8.98,45762,10.41,4,90.76,Charged Off,E, 60 months,MORTGAGE
10160,11.3,70986,27.74,3,11.9,Fully Paid,C, 60 months,MORTGAGE
28213,9.49,54332,34.16,2,87.28,Fully Paid,E, 36 months,RENT
8421,6.38,60100,22.59,0,92.75,Fully Paid,G, 36 months,MORTGAGE
22400,21.55,24944,21.52,1,41.82,Fully Paid,A, 60 months,MORTGAGE
34537,10.09,68825,16.39,1,74.76,Fully Paid,D, 36 months,MORTGAGE
18727,14.46,33877,6.88,4,49.79,Fully Paid,A, 60 months,OWN
5358,5.87,49990,5.17,3,68.97,Fully Paid,E, 60 months,MORTGAGE
29482,18.99,149065,30.55,3,40.63,Charged Off,A, 60 months,MORTGAGE
33117,11.61,128443,37.14,1,39.03,Fully Paid,G, 36 months,RENT
24164,19.89,119612,18.6,0,48.2,Fully Paid,A, 36 months,RENT
32910,13.25,137674,26.55,1,23.1,Charged Off,E, 60 months,MORTGAGE
33496,8.92,135074,36.62,1,84.8,Fully Paid,E, 60 months,RENT
30371,15.26,75283,4.06,3,41.38,Fully Paid,G, 60 months,RENT
18625,7.61,144041,30.93,2,46.01,Fully Paid,D, 60 months,RENT
34893,13.81,23258,24.86,0,90.46,Fully Paid,E, 36 months,OWN
11793,11.35,140809,24.15,3,54.7,Fully Paid,G, 60 months,MORTGAGE
32007,23.24,51629,12.06,1,58.98,Fully Paid,D, 60 months,MORTGAGE
26766,6.22,57579,27.51,2,96.08,Fully Paid,B, 60 months,MORTGAGE
13323,18.88,42958,31.89,0,89.81,Charged Off,G, 36 months,RENT
8843,8.66,59465,4.96,4,25.25,Fully Paid,B, 60 months,RENT
15210,11.38,105853,21.57,0,52.59,Fully Paid,E, 60 months,RENT
17456,13.31,35775,4.5,0,97.42,Fully Paid,A, 60 months,OWN
32367,23.16,96575,34.97,1,43.51,Fully Paid,C, 60 months,RENT
11106,9.85,114633,20.55,1,43.44,Fully Paid,A, 60 months,OWN
3472,6.83,54207,32.41,4,27.55,Charged Off,E, 36 months,MORTGAGE
7704,11.37,42553,15.04,4,20.29,Fully Paid,D, 36 months,RENT
4713,7.09,129938,5.44,4,76.63,Fully Paid,G, 36 months,OWN
6051,7.57,73632,2.14,3,79.3,Fully Paid,A, 60 months,OWN
11756,16.48,20055,11.62,3,97.21,Fully Paid,B, 60 months,RENT
3475,6.22,138012,10.15,1,79.61,Fully Paid,F, 36 months,OWN
5255,5.62,108697,22.63,1,31.9,Fully Paid,E, 60 months,RENT
15484,19.29,52873,1.36,4,13.61,Fully Paid,A, 36 months,OWN
9258,12.23,121505,21.06,3,98.69,Fully Paid,F, 60 months,MORTGAGE
9533,7.51,100720,15.97,2,40.64,Fully Paid,A, 36 months,MORTGAGE
33581,10.07,86205,23.3,3,38.08,Fully Paid,D, 36 months,MORTGAGE
6249,17.84,98199,28.25,1,91.54,Fully Paid,D, 60 months,RENT
20201,10.51,45318,25.55,3,62.66,Charged Off,D, 60 months,MORTGAGE
10686,14.89,53734,39.39,1,29.34,Fully Paid,F, 36 months,MORTGAGE
33007,7.43,102227,5.96,4,90.02,Charged Off,C, 36 months,MORTGAGE
1661,16.76,38522,17.47,4,99.4,Fully Paid,F, 60 months,RENT
31137,11.32,31656,17.28,4,17.8,Fully Paid,E, 36 months,OWN
11526,17.54,35893,16.97,2,87.6,Fully Paid,E, 60 months,RENT
4374,21.17,131393,26.72,2,45.15,Fully Paid,B, 36 months,RENT
26592,17.23,36493,19.85,1,57.17,Fully Paid,B, 60 months,MORTGAGE
29982,10.91,23632,20.94,0,92.33,Fully Paid,E, 60 months,OWN
1207,10.11,115872,17.58,2,97.6,Charged Off,A, 60 months,MORTGAGE
24197,11.55,108648,39.67,1,33.59,Fully Paid,E, 36 months,MORTGAGE
34400,8.29,81779,37.14,3,29.16,Fully Paid,G, 60 months,RENT
4083,8.62,58452,12.66,4,17.25,Fully Paid,C, 60 months,RENT
30328,20.81,33266,4.91,4,60.56,Charged Off,B, 60 months,RENT
21103,12.69,141187,33.67,4,11.22,Fully Paid,B, 36 months,MORTGAGE
11754,13.72,136603,39.89,1,47.07,Fully Paid,G, 60 months,OWN
16901,16.88,81607,12.06,4,16.6,Charged Off,G, 60 months,OWN
34004,16.79,36940,14.63,2,46.47,Fully Paid,F, 60 months,MORTGAGE
8446,6.35,44003,37.69,3,13.59,Fully Paid,G, 60 months,OWN
30301,21.63,147880,28.59,4,85.17,Fully Paid,B, 60 months,MORTGAGE
27116,8.55,118408,12.18,1,28.88,Charged Off,E, 36 months,OWN
19752,19.46,54815,23.45,3,39.55,Charged Off,B, 60 months,MORTGAGE
33376,20.45,50869,37.8,4,88.3,Charged Off,G, 60 months,OWN
17669,19.3,69297,32.57,0,77.16,Fully Paid,G, 36 months,RENT
33916,16.58,80107,29.8,4,29.71,Charged Off,G, 36 months,RENT
14395,5.29,102793,29.61,2,16.47,Fully Paid,B, 36 months,RENT
21421,12.21,36682,7.53,3,74.41,Fully Paid,G, 36 months,RENT
27342,17.1,39622,33.07,2,45.16,Fully Paid,F, 60 months,MORTGAGE
5895,12.75,50408,11.41,0,78.95,Fully Paid,E, 36 months,OWN
12023,22.27,28837,37.25,0,50.08,Fully Paid,A, 60 months,MORTGAGE
11699,11.18,84210,14.9,2,41.14,Fully Paid,G, 36 months,RENT
10715,10.87,35407,34.38,3,50.61,Charged Off,B, 36 months,OWN
20169,10.32,49309,11.02,0,77.37,Fully Paid,B, 60 months,MORTGAGE
17163,11.66,91918,20.82,0,91.2,Fully Paid,G, 36 months,RENT
6782,16.15,113190,4.72,4,14.48,Charged Off,B, 36 months,OWN
23641,19.14,38895,26.57,1,57.17,Fully Paid,G, 60 months,OWN
19792,18.25,141284,33.53,0,12.96,Fully Paid,C, 36 months,RENT
31682,21.15,119087,28.88,3,52.16,Fully Paid,E, 36 months,RENT
19880,22.72,106912,21.17,3,89.68,Fully Paid,G, 36 months,OWN
19073,21.32,20370,2.28,4,42.54,Fully Paid,B, 60 months,RENT
25837,5.38,134212,37.37,3,93.92,Fully Paid,C, 60 months,MORTGAGE
18826,19.72,20486,28.37,4,66.75,Charged Off,A, 60 months,RENT
25981,9.17,43762,29.96,0,94.07,Fully Paid,A, 60 months,RENT
11382,7.66,46613,31.89,0,78.14,Fully Paid,F, 60 months,RENT
5437,17.77,132804,30.04,0,19.31,Fully Paid,G, 36 months,OWN
6435,11.39,23196,17.92,0,30.8,Fully Paid,F, 60 months,OWN
25819,6.14,127856,29.48,1,45.48,Fully Paid,F, 36 months,RENT
32982,7.75,138975,25.19,1,25.31,Charged Off,C, 60 months,OWN
34328,5.02,114937,34.23,0,54.54,Fully Paid,A, 36 months,RENT
13329,23.06,120565,32.2,3,52.42,Fully Paid,F, 60 months,MORTGAGE
26169,5.49,96349,2.13,4,96.06,Charged Off,D, 60 months,OWN
22932,9.19,84839,15.47,2,49.04,Fully Paid,F, 36 months,RENT
12421,13.33,61916,1.87,4,80.71,Fully Paid,A, 36 months,OWN
8629,12.13,28572,4.53,2,94.77,Fully Paid,D, 36 months,MORTGAGE
9325,23.23,133312,24.26,2,88.93,Fully Paid,C, 36 months,MORTGAGE
29495,5.81,48225,35.02,0,28.78,Charged Off,G, 60 months,RENT
32750,15.24,65853,5.23,2,54.64,Fully Paid,G, 36 months,OWN
30619,18.61,69390,18.32,0,41.3,Fully Paid,D, 36 months,MORTGAGE
9264,23.63,52275,36.48,1,45.99,Fully Paid,A, 60 months,OWN
13686,17.41,92379,32.66,3,42.47,Charged Off,B, 36 months,RENT
25226,21.08,21105,21.03,2,84.37,Charged Off,D, 36 months,MORTGAGE
7721,6.67,136074,30.98,3,50.69,Fully Paid,A, 36 months,MORTGAGE
21609,12.72,79896,21.15,0,57.13,Fully Paid,F, 60 months,OWN
8373,12.48,63209,6.74,2,98.42,Fully Paid,B, 36 months,MORTGAGE
29937,22.73,117175,5.43,4,15.4,Fully Paid,C, 60 months,RENT
6656,8.03,62487,7.94,1,53.92,Charged Off,G, 36 months,RENT
9984,8.04,38051,14.36,1,79.67,Charged Off,C, 60 months,MORTGAGE
30984,11.57,114244,37.26,2,23.6,Charged Off,E, 60 months,RENT
9286,6.09,120995,32.09,1,65.04,Fully Paid,C, 36 months,MORTGAGE
6901,8.65,142444,17.6,4,31.55,Charged Off,E, 36 months,MORTGAGE
32552,24.3,97400,19.98,3,88.07,Charged Off,C, 36 months,MORTGAGE
26709,13.56,120300,10.99,4,39.44,Fully Paid,C, 36 months,MORTGAGE
32055,17.64,86961,28.32,1,39.62,Fully Paid,C, 36 months,OWN
9429,19.52,80156,32.21,3,63.84,Charged Off,E, 36 months,MORTGAGE
15716,12.34,134682,9.94,4,26.52,Fully Paid,F, 60 months,RENT
12138,7.94,77175,2.15,0,35.64,Charged Off,E, 60 months,OWN
24429,9.13,26849,25.14,0,47.5,Fully Paid,D, 36 months,RENT
6772,11.27,121551,22.72,3,41.83,Fully Paid,A, 60 months,MORTGAGE
18347,17.72,38976,16.38,3,57.24,Charged Off,A, 36 months,RENT
17920,12.97,119794,25.93,3,63.97,Fully Paid,F, 36 months,OWN
32822,5.14,135912,22.25,0,61.0,Charged Off,A, 60 months,RENT
24563,15.47,137275,10.4,4,68.88,Fully Paid,C, 36 months,OWN
8967,23.43,76866,16.21,3,37.7,Fully Paid,F, 60 months,MORTGAGE
12871,21.24,137752,17.41,0,21.38,Fully Paid,A, 36 months,MORTGAGE
29763,21.5,67078,35.27,3,78.47,Fully Paid,E, 60 months,RENT
12916,20.9,142492,38.46,3,86.57,Fully Paid,D, 36 months,RENT
9734,11.47,51113,35.77,3,33.13,Charged Off,B, 60 months,MORTGAGE
34613,20.3,135520,28.91,0,46.64,Fully Paid,D, 60 months,MORTGAGE
29179,7.86,35401,23.61,4,54.87,Fully Paid,A, 36 months,RENT
13677,18.15,32884,27.73,0,58.0,Fully Paid,F, 36 months,MORTGAGE
19268,17.83,104360,37.59,0,69.35,Fully Paid,G, 60 months,OWN
13330,5.51,57563,10.37,3,13.74,Charged Off,A, 36 months,OWN
21733,20.76,54414,21.64,2,74.93,Fully Paid,E, 36 months,RENT
28286,23.06,36142,27.74,2,15.58,Fully Paid,D, 36 months,RENT
7610,10.35,132610,27.33,2,52.15,Fully Paid,G, 36 months,MORTGAGE
7430,21.25,135128,10.47,0,84.49,Fully Paid,E, 36 months,MORTGAGE
14828,6.65,91492,23.68,3,50.61,Fully Paid,E, 36 months,OWN
32497,17.0,99464,31.94,2,23.42,Fully Paid,B, 60 months,RENT
27526,14.71,95257,19.27,1,98.65,Fully Paid,E, 60 months,RENT
31158,15.92,96693,31.84,1,90.04,Charged Off,G, 36 months,RENT
26032,23.52,55135,14.72,1,79.42,Charged Off,E, 60 months,RENT
30794,22.43,92232,37.58,4,47.04,Charged Off,B, 36 months,OWN
6448,20.7,47862,21.59,3,26.55,Charged Off,C, 60 months,OWN
29861,10.47,25190,24.04,0,94.73,Charged Off,G, 36 months,RENT
29141,23.24,90199,1.74,0,57.91,Fully Paid,C, 36 months,OWN
10074,6.95,125366,7.23,3,86.71,Fully Paid,G, 36 months,RENT
7406,22.07,24331,25.5,4,40.79,Fully Paid,F, 60 months,OWN
32823,11.56,144184,17.08,3,40.18,Charged Off,B, 36 months,MORTGAGE
24291,6.08,72186,20.57,4,98.7,Fully Paid,F, 36 months,OWN
33003,18.39,64648,2.99,2,56.96,Fully Paid,F, 60 months,RENT
24312,9.63,48549,33.45,2,22.66,Fully Paid,E, 60 months,MORTGAGE
2382,9.87,101782,31.49,4,29.77,Fully Paid,F, 36 months,RENT
4292,11.12,45761,7.82,3,53.37,Fully Paid,A, 60 months,MORTGAGE
34187,6.27,23262,25.56,2,13.82,Fully Paid,G, 60 months,MORTGAGE
13411,8.54,131624,32.82,3,51.63,Fully Paid,D, 36 months,OWN
16422,5.1,71259,25.81,2,47.7,Fully Paid,A, 36 months,OWN
33371,13.91,92572,12.76,3,80.14,Fully Paid,A, 36 months,MORTGAGE
6693,6.69,144720,26.42,3,41.94,Fully Paid,E, 36 months,MORTGAGE
34535,18.65,73472,8.81,1,98.43,Fully Paid,D, 60 months,MORTGAGE
15818,9.71,107858,13.07,4,26.27,Fully Paid,F, 36 months,RENT
32238,23.87,104667,9.98,0,63.19,Fully Paid,D, 36 months,OWN
31874,22.43,24677,22.5,4,18.07,Fully Paid,F, 36 months,RENT
27715,10.79,93508,4.77,3,76.05,Fully Paid,C, 60 months,OWN
28605,20.66,100865,37.37,3,99.53,Charged Off,B, 36 months,RENT
32174,21.06,122568,13.67,4,83.72,Fully Paid,E, 36 months,OWN
10956,24.73,121437,9.15,3,60.01,Fully Paid,F, 36 months,MORTGAGE
11837,16.96,129916,20.11,2,53.63,Charged Off,F, 60 months,MORTGAGE
4716,6.64,70617,11.44,3,85.15,Fully Paid,D, 36 months,OWN
5481,17.94,106029,21.63,4,94.24,Fully Paid,E, 36 months,MORTGAGE
25282,17.5,38595,14.27,4,99.03,Fully Paid,G, 36 months,MORTGAGE
7548,17.77,107459,5.72,4,45.69,Charged Off,F, 36 months,RENT
8758,11.14,80148,11.0,1,99.18,Charged Off,C, 60 months,OWN
24177,22.19,66926,17.82,1,24.03,Fully Paid,A, 60 months,MORTGAGE
25022,24.19,95271,1.7,1,32.82,Fully Paid,F, 36 months,OWN
6542,9.35,54457,30.94,1,18.01,Fully Paid,D, 60 months,RENT
26476,6.76,62531,25.06,1,34.46,Fully Paid,G, 60 months,OWN
31784,8.89,93263,24.25,1,79.11,Fully Paid,C, 36 months,RENT
23740,21.41,93300,22.07,1,86.76,Fully Paid,E, 36 months,RENT
25817,18.53,148027,23.82,4,80.1,Fully Paid,F, 60 months,RENT
17052,17.72,83171,37.42,0,66.8,Fully Paid,C, 36 months,MORTGAGE
1671,13.04,139229,0.84,1,56.26,Fully Paid,C, 36 months,RENT
1163,16.56,146159,2.39,4,73.78,Fully Paid,G, 36 months,OWN
5795,11.16,138229,8.06,0,45.18,Fully Paid,C, 36 months,OWN
11634,14.54,65771,7.11,1,85.72,Fully Paid,C, 60 months,MORTGAGE
5798,20.86,113135,7.66,0,70.95,Charged Off,G, 36 months,MORTGAGE
23420,24.62,86354,27.04,0,72.8,Fully Paid,G, 60 months,RENT
30300,23.65,132743,18.65,2,58.23,Fully Paid,G, 36 months,RENT
25345,23.68,133381,39.68,3,89.67,Fully Paid,C, 36 months,RENT
11749,13.04,57289,9.46,2,32.68,Fully Paid,C, 60 months,MORTGAGE
26121,14.38,53892,12.78,0,44.3,Fully Paid,B, 60 months,MORTGAGE
29411,19.11,91196,39.38,4,79.99,Charged Off,E, 60 months,OWN
34361,23.44,149662,33.35,1,54.35,Fully Paid,A, 60 months,RENT
22223,7.84,115057,19.06,3,90.03,Fully Paid,E, 36 months,RENT
8394,11.08,58409,22.41,1,41.18,Fully Paid,D, 36 months,OWN
15056,7.78,135817,33.81,4,43.24,Charged Off,D, 60 months,OWN
29380,17.24,54470,19.5,3,89.99,Charged Off,G, 36 months,OWN
27035,11.13,38385,8.64,2,51.79,Fully Paid,E, 36 months,OWN
31620,11.52,43296,33.22,0,56.45,Fully Paid,C, 36 months,RENT
20877,6.42,138566,21.74,4,39.95,Fully Paid,B, 60 months,MORTGAGE
31911,12.0,81716,6.55,0,34.9,Fully Paid,A, 60 months,RENT
33784,22.25,109152,20.47,0,69.04,Fully Paid,F, 60 months,OWN
4191,9.66,46382,16.82,1,20.79,Charged Off,F, 60 months,MORTGAGE
34160,18.9,96675,35.14,4,89.13,Fully Paid,C, 60 months,RENT
26000,17.59,141019,5.48,0,80.13,Fully Paid,E, 60 months,OWN
4631,22.27,117596,35.07,2,27.17,Fully Paid,F, 60 months,MORTGAGE
7172,7.65,42419,20.73,3,72.46,Fully Paid,E, 36 months,MORTGAGE
24561,24.55,113321,16.47,4,64.24,Fully Paid,B, 36 months,MORTGAGE
25817,16.65,101238,6.9,1,26.61,Fully Paid,B, 60 months,RENT
21281,24.91,145032,28.18,4,34.59,Fully Paid,G, 36 months,OWN
29671,23.23,114753,37.11,1,46.81,Fully Paid,E, 36 months,RENT
26364,9.43,59291,15.33,3,72.93,Fully Paid,G, 60 months,RENT
28425,6.12,32397,10.04,2,67.49,Charged Off,C, 36 months,RENT
29602,10.11,126415,22.42,0,57.9,Fully Paid,G, 36 months,MORTGAGE
24253,15.55,77888,31.95,4,79.16,Fully Paid,C, 60 months,OWN
24472,8.43,55169,0.65,1,78.21,Fully Paid,C, 60 months,RENT
9080,8.35,82182,25.44,3,65.61,Fully Paid,F, 36 months,OWN
8099,14.25,112476,24.06,0,80.83,Charged Off,A, 60 months,MORTGAGE
26431,5.67,62249,13.07,3,40.08,Charged Off,A, 60 months,RENT
32186,7.44,48341,18.33,2,89.31,Fully Paid,C, 36 months,OWN
31111,13.32,95603,10.26,0,65.34,Fully Paid,E, 60 months,MORTGAGE
23614,6.26,66144,31.7,0,84.01,Fully Paid,B, 36 months,RENT
27724,12.94,81772,25.56,0,59.17,Charged Off,G, 60 months,RENT
5940,14.48,99360,21.54,1,29.66,Fully Paid,D, 36 months,OWN
29758,14.03,33444,16.0,0,58.82,Fully Paid,B, 60 months,OWN
8788,22.38,65647,12.01,3,43.4,Fully Paid,B, 36 months,RENT
29082,15.6,143662,33.0,1,72.77,Charged Off,D, 60 months,RENT
25034,14.36,134416,18.33,0,52.82,Fully Paid,C, 36 months,MORTGAGE
12280,13.21,118843,20.31,3,85.25,Fully Paid,B, 60 months,MORTGAGE
19052,21.35,30974,21.07,3,71.03,Fully Paid,D, 36 months,RENT
17531,22.9,132150,18.21,4,71.61,Charged Off,G, 60 months,OWN
23804,22.06,58383,10.62,3,29.54,Fully Paid,F, 36 months,OWN
29903,18.47,145548,5.25,2,98.58,Charged Off,E, 36 months,RENT
11142,7.75,114826,4.39,0,85.75,Fully Paid,E, 60 months,MORTGAGE
10866,10.54,101552,30.42,0,81.01,Fully Paid,E, 60 months,RENT
5531,5.92,117648,9.33,0,39.72,Charged Off,C, 36 months,OWN
29138,23.62,114049,2.7,3,58.21,Charged Off,B, 60 months,RENT
28065,18.22,22956,32.0,3,22.34,Fully Paid,B, 36 months,RENT
30956,19.93,28077,6.59,0,58.46,Fully Paid,A, 36 months,MORTGAGE
11759,11.23,56490,25.19,1,23.13,Fully Paid,E, 36 months,OWN
6439,21.91,130363,13.88,1,59.77,Fully Paid,C, 36 months,OWN
29270,10.19,144713,5.5,2,68.38,Fully Paid,D, 36 months,RENT
14279,5.03,123391,16.87,4,45.12,Fully Paid,C, 36 months,OWN
